time,SpO2,RR,label
2025-01-01 00:00:00,97.49671415301123,17.17100498907793,0
2025-01-01 00:00:01,96.86173569882881,17.43981895980303,0
2025-01-01 00:00:02,97.6476885381007,18.74729360512326,0
2025-01-01 00:00:03,98.52302985640803,18.610370265433463,0
2025-01-01 00:00:04,96.76584662527667,17.979098406035853,0
2025-01-01 00:00:05,96.76586304305081,18.117327383308783,0
2025-01-01 00:00:06,98.57921281550739,19.277664895788426,0
2025-01-01 00:00:07,97.76743472915291,17.40842861116417,0
2025-01-01 00:00:08,96.53052561406504,18.547097381170037,0
2025-01-01 00:00:09,97.54256004358596,17.797807347566106,0
2025-01-01 00:00:10,96.53658230718754,17.78231879677278,0
2025-01-01 00:00:11,96.53427024642974,19.09877685198719,0
2025-01-01 00:00:12,97.24196227156604,18.82541634898803,0
2025-01-01 00:00:13,95.0867197553422,18.81350963600064,0
2025-01-01 00:00:14,95.27508216748697,19.30547880715433,0
2025-01-01 00:00:15,96.43771247075902,18.02100384163276,0
2025-01-01 00:00:16,95.98716887966557,18.681952971294965,0
2025-01-01 00:00:17,97.31424733259527,17.689733243406543,0
2025-01-01 00:00:18,96.09197592447879,18.324166352488444,0
2025-01-01 00:00:19,95.58769629866471,17.869856945632314,0
2025-01-01 00:00:20,98.46564876892155,18.09699596499272,0
2025-01-01 00:00:21,96.77422369951347,18.595157025436915,0
2025-01-01 00:00:22,97.06752820468792,17.181779316766526,0
2025-01-01 00:00:23,95.57525181378654,20.09238727568546,0
2025-01-01 00:00:24,96.45561727547482,16.993982618500297,0
2025-01-01 00:00:25,97.11092258970987,16.785811387212267,0
2025-01-01 00:00:26,95.8490064225777,19.158110873500068,0
2025-01-01 00:00:27,97.37569801834567,18.791662693962937,0
2025-01-01 00:00:28,96.39936131008119,18.624119817052154,0
2025-01-01 00:00:29,96.70830625020672,18.62834550926428,0
2025-01-01 00:00:30,96.39829338777061,17.987753227153085,0
2025-01-01 00:00:31,98.85227818450893,17.102745628514167,0
2025-01-01 00:00:32,96.98650277526207,18.075804558193727,0
2025-01-01 00:00:33,95.9422890710441,17.322838288487887,0
2025-01-01 00:00:34,97.82254491210318,18.975119733417753,0
2025-01-01 00:00:35,95.77915635002898,17.85294261849786,0
2025-01-01 00:00:36,97.20886359500476,17.17450280320749,0
2025-01-01 00:00:37,95.04032987612023,17.678614158347006,0
2025-01-01 00:00:38,95.67181395110157,18.412931454275625,0
2025-01-01 00:00:39,97.19686123586912,17.436275447196024,0
2025-01-01 00:00:40,97.7384665799954,17.177779604433567,0
2025-01-01 00:00:41,97.17136828118997,18.243687211491913,0
2025-01-01 00:00:42,96.88435171761176,18.244966571108723,0
2025-01-01 00:00:43,96.69889630441071,17.49305682462887,0
2025-01-01 00:00:44,95.52147800963257,17.528961694381678,0
2025-01-01 00:00:45,96.2801557916053,18.232049937357637,0
2025-01-01 00:00:46,96.53936122904021,16.551915658502676,0
2025-01-01 00:00:47,98.05712222621892,16.592536225623444,0
2025-01-01 00:00:48,97.34361828956847,17.281555778747563,0
2025-01-01 00:00:49,95.23695984463727,17.786552848288153,0
2025-01-01 00:00:50,97.32408396939479,18.310907565598004,0
2025-01-01 00:00:51,96.61491771958369,19.475356216949553,0
2025-01-01 00:00:52,96.32307799969404,18.857659623202018,0
2025-01-01 00:00:53,97.61167628884087,17.840061470036574,0
2025-01-01 00:00:54,98.03099952249595,17.980983792097312,0
2025-01-01 00:00:55,97.9312801191162,16.99747063536219,0
2025-01-01 00:00:56,96.16078247677736,17.98148686400761,0
2025-01-01 00:00:57,96.69078762414878,17.71134136107986,0
2025-01-01 00:00:58,97.33126343140357,18.32271856033809,0
2025-01-01 00:00:59,97.97554512712236,17.172769056447677,0
2025-01-01 00:01:00,96.52082576215471,18.51934651424117,0
2025-01-01 00:01:01,96.81434102333618,19.53273891300258,0
2025-01-01 00:01:02,95.89366502599397,17.891239851543144,0
2025-01-01 00:01:03,95.80379337591933,18.40171172209894,0
2025-01-01 00:01:04,97.81252582239419,18.690143991711114,0
2025-01-01 00:01:05,98.35624002857082,17.598779528114164,0
2025-01-01 00:01:06,96.92798987841967,18.224092481810416,0
2025-01-01 00:01:07,98.00353289789203,18.012592400781795,0
2025-01-01 00:01:08,97.36163602504763,18.09767609854883,0
2025-01-01 00:01:09,96.35488024539488,17.226990216144532,0
2025-01-01 00:01:10,97.36139560550842,18.024510174258943,0
2025-01-01 00:01:11,98.53803656646596,18.497998291245448,0
2025-01-01 00:01:12,96.96417396089005,19.451143607795043,0
2025-01-01 00:01:13,98.56464365581401,18.959270826085206,0
2025-01-01 00:01:14,94.38025489591026,20.153182457511555,0
2025-01-01 00:01:15,97.82190250437522,17.232652437111952,0
2025-01-01 00:01:16,97.08704706823818,18.87232063672068,0
2025-01-01 00:01:17,96.70099264953413,18.183342005738353,0
2025-01-01 00:01:18,97.09176077653551,20.18980293321767,0
2025-01-01 00:01:19,95.0124310853991,17.19170171464485,0
2025-01-01 00:01:20,96.7803281121625,17.160278157819224,0
2025-01-01 00:01:21,97.35711257151175,17.400607354555977,0
2025-01-01 00:01:22,98.47789404474152,15.876104275690192,0
2025-01-01 00:01:23,96.48172978172636,17.474244978319238,0
2025-01-01 00:01:24,96.1915063971068,17.240867338446304,0
2025-01-01 00:01:25,96.49824295641547,18.150393786476208,0
2025-01-01 00:01:26,97.91540211770207,18.341755975777158,0
2025-01-01 00:01:27,97.32875110965969,19.876170839215888,0
2025-01-01 00:01:28,96.47023979623296,18.95042383818605,0
2025-01-01 00:01:29,97.51326743311336,17.423096344337598,0
2025-01-01 00:01:30,97.09707754934804,17.10158532865164,0
2025-01-01 00:01:31,97.9686449905329,18.491919171506506,0
2025-01-01 00:01:32,96.29794690612265,16.679766792979358,0
2025-01-01 00:01:33,96.67233785340223,19.831458765854354,0
2025-01-01 00:01:34,96.60789184686784,19.17944012072129,0
2025-01-01 00:01:35,95.53648505186788,17.530824347895294,0
2025-01-01 00:01:36,97.29612027706457,16.286865470909124,0
2025-01-01 00:01:37,97.26105527217989,19.353872374165412,0
2025-01-01 00:01:38,97.00511345664246,17.88546015474738,0
2025-01-01 00:01:39,96.76541286662486,19.23781631197346,0
2025-01-01 00:01:40,95.58462925794959,16.405572341205634,0
2025-01-01 00:01:41,96.57935467723465,17.400624977046228,0
2025-01-01 00:01:42,96.65728548347323,18.005243699718182,0
2025-01-01 00:01:43,96.19772273077838,18.046980593764744,0
2025-01-01 00:01:44,96.83871428833399,17.549934528520755,0
2025-01-01 00:01:45,97.40405085681454,18.6228499323475,0
2025-01-01 00:01:46,98.88618590121052,16.932379570617407,0
2025-01-01 00:01:47,97.17457781283184,17.857620514978706,0
2025-01-01 00:01:48,97.25755039072277,18.120295631711897,0
2025-01-01 00:01:49,96.92555408423384,18.514438834058748,0
2025-01-01 00:01:50,95.08122878470095,18.71161487808889,0
2025-01-01 00:01:51,96.97348612455079,16.87535790816213,0
2025-01-01 00:01:52,97.06023020994103,16.465885829264376,0
2025-01-01 00:01:53,99.46324211248529,19.27767682189851,0
2025-01-01 00:01:54,96.80763903521888,18.33231401197959,0
2025-01-01 00:01:55,97.3015473423336,17.251513463443445,0
2025-01-01 00:01:56,96.96528823029476,19.551151975522522,0
2025-01-01 00:01:57,95.83132196238047,18.11567463429286,0
2025-01-01 00:01:58,98.14282281451501,19.179297184063827,0
2025-01-01 00:01:59,97.75193303268678,18.067518481410108,0
2025-01-01 00:02:00,97.79103194704305,20.060747924881987,1
2025-01-01 00:02:01,95.45903359783684,19.49218294770636,1
2025-01-01 00:02:02,97.13963641619927,17.22472006204724,1
2025-01-01 00:02:03,93.70341209510246,18.182097266743828,1
2025-01-01 00:02:04,95.06054130432659,17.592744370637778,1
2025-01-01 00:02:05,96.03256088896786,18.05284208384814,1
2025-01-01 00:02:06,92.21998999065879,15.456129170998844,1
2025-01-01 00:02:07,92.01264963881829,16.843946196840545,1
2025-01-01 00:02:08,92.04701978614027,16.953161328954852,1
2025-01-01 00:02:09,90.812313819568,13.872839460945308,1
2025-01-01 00:02:10,89.13354709524967,14.185162539965805,1
2025-01-01 00:02:11,90.1211945537534,13.066030980134638,1
2025-01-01 00:02:12,88.35874891785284,14.572698428713338,1
2025-01-01 00:02:13,89.26306611484571,15.296489624217015,1
2025-01-01 00:02:14,87.23847050260831,15.818146525780238,1
2025-01-01 00:02:15,89.07625019449122,14.126726359367142,1
2025-01-01 00:02:16,86.11148354976902,15.41808922978182,1
2025-01-01 00:02:17,85.94109637853117,12.146214331258793,1
2025-01-01 00:02:18,86.44509616473809,11.559775455381686,1
2025-01-01 00:02:19,83.76913568356605,12.944452301103382,1
2025-01-01 00:02:20,97.22745993460413,18.384065448939307,0
2025-01-01 00:02:21,98.30714275428242,17.967305251905906,0
2025-01-01 00:02:22,95.39251676543877,15.932557899960123,0
2025-01-01 00:02:23,97.18463385853231,17.91087996048721,0
2025-01-01 00:02:24,97.25988279424843,16.695530499495145,0
2025-01-01 00:02:25,97.78182287177731,18.66967254883004,0
2025-01-01 00:02:26,95.76304928912192,18.36659824609685,0
2025-01-01 00:02:27,95.67954338691573,17.060120213672644,0
2025-01-01 00:02:28,97.5219415656169,17.486133082663308,0
2025-01-01 00:02:29,97.29698467323318,16.940786478111047,0
2025-01-01 00:02:30,97.25049285034588,17.937320902726828,0
2025-01-01 00:02:31,97.34644820949697,18.95514232050124,0
2025-01-01 00:02:32,96.31997527842151,17.014273953664457,0
2025-01-01 00:02:33,97.232253697161,18.504046515517846,0
2025-01-01 00:02:34,97.29307247329868,17.469742381627558,0
2025-01-01 00:02:35,96.28564858197363,17.207127167737656,0
2025-01-01 00:02:36,98.86577451114475,17.892969640045443,0
2025-01-01 00:02:37,97.47383292091179,16.964757677580625,0
2025-01-01 00:02:38,95.80869650279735,17.446350694652818,0
2025-01-01 00:02:39,97.65655360863383,16.80212210741115,0
2025-01-01 00:02:40,96.02531832977267,19.96472513291639,0
2025-01-01 00:02:41,97.78708460374246,18.035263551971727,0
2025-01-01 00:02:42,98.15859557900741,17.300274492007414,0
2025-01-01 00:02:43,96.17931768164829,18.21397991073422,0
2025-01-01 00:02:44,97.96337612924432,17.88767195030917,0
2025-01-01 00:02:45,97.41278092693649,17.779030400466777,0
2025-01-01 00:02:46,97.82206015999449,18.614166700043427,0
2025-01-01 00:02:47,98.89679298265395,18.757507710047307,0
2025-01-01 00:02:48,96.75461188399713,17.46949885238947,0
2025-01-01 00:02:49,96.24626383564251,17.42418175935532,0
2025-01-01 00:02:50,96.11048557037448,17.724948302848357,0
2025-01-01 00:02:51,96.18418971503456,15.698078835264415,0
2025-01-01 00:02:52,96.92289829058589,16.484808937801446,0
2025-01-01 00:02:53,97.34115197481664,19.366874267444526,0
2025-01-01 00:02:54,97.27669079933001,19.644967713501284,0
2025-01-01 00:02:55,97.82718324903603,17.75096396044362,0
2025-01-01 00:02:56,97.0130018918779,18.576556963055765,0
2025-01-01 00:02:57,98.45353407715731,18.311250154543536,0
2025-01-01 00:02:58,96.73534316676205,21.07888080845524,0
2025-01-01 00:02:59,99.72016916658961,19.119574911434576,0
2025-01-01 00:03:00,97.625667347765,17.872082408519233,0
2025-01-01 00:03:01,96.14284244358372,17.044459559399574,0
2025-01-01 00:03:02,95.92910750193889,16.39355367974243,0
2025-01-01 00:03:03,97.48247241524318,18.203463635867223,0
2025-01-01 00:03:04,96.77653721467415,17.243649254715695,0
2025-01-01 00:03:05,97.71400049409209,16.577746290402327,0
2025-01-01 00:03:06,97.47323762457354,17.353427115757473,0
2025-01-01 00:03:07,96.92717108734313,16.918451996385606,0
2025-01-01 00:03:08,96.15320628193159,19.687141635072564,0
2025-01-01 00:03:09,95.48515277531413,18.88163975694945,0
2025-01-01 00:03:10,96.55348504793298,17.992027358683384,0
2025-01-01 00:03:11,97.85639879432347,19.479944138890026,0
2025-01-01 00:03:12,97.21409374413021,18.077368307647617,0
2025-01-01 00:03:13,95.75426122128802,17.138715798671736,0
2025-01-01 00:03:14,97.17318092585118,19.523124077269657,0
2025-01-01 00:03:15,97.38531737972883,18.53891004368466,0
2025-01-01 00:03:16,96.11614256379886,16.962753845673543,0
2025-01-01 00:03:17,97.15372510594553,17.80966132191639,0
2025-01-01 00:03:18,97.058208718446,17.124381746615242,0
